Contig	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings	ckv_partial	ckv_nucl_range	vs2_region	vs2_dsDNAphage	vs2_ssDNA	vs2_NCLDV	vs2_RNA	vs2_lavidaviridae	vs2_max_score	vs2_max_score_group	vs2_hallmark	vs2_viral	vs2_cellular	vs2_nucl_range	vs2_orf_range	vb_lifestyle	vb_partial	vb_nucl_range	vb_prot_range	vb_isPhage	dvf_v_score	dvf_pvalue	gn_topology	gn_coordinates	gn_partial	gn_genes	gn_genetic_code	gn_hallmarks	gn_marker_enrichment	gn_taxonomy	gn_v_score	gn_fdr	is_provirus	provirus_range	provirus_source	host_rate	vs2_score	vb_score	dvf_score	gn_score	add_score	rm_score	total_score
NZ_AP026830.1_0-2432148:0-2432148_frag_1208221_1221059	12838	No		20	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.9821698069572448	0.0090074779061862											0			0.0	0.0	0.0	1.0	0.0	0.0	-4.0	-3.0
NZ_AP026830.1_0-2432148:0-2432148_frag_1262006_1272183	10177	No		11	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5871322751045227	0.0437155374272981											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP026830.1_0-2432148:0-2432148_frag_1310522_1329092	18570	No		21	0	13	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.870276689529419	0.0201110355767051											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP026830.1_0-2432148:0-2432148_frag_1490082_1509248	19166	No		17	0	13	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7109582424163818	0.0322531913286502											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP026830.1_0-2432148:0-2432148_frag_2088731_2104339	15608	No		17	0	0	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected			full	0.333	0.0	0.947	0.21	0.587	0.947	NCLDV	0.0	14.3	7.1	1-15608	1-14						0.816078782081604	0.0240199410831633											0			0.0	2.5	0.0	0.5	0.0	0.0	-1.5	1.5
NZ_AP027738.1_0-2803797:172175-382651_frag_29384_45652	16268	No		23	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4567998051643371	0.0818981796208172											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027738.1_0-2803797:172175-382651_frag_168122_179340	11218	No		9	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.505540132522583	0.0588224186116776											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027738.1_0-2803797:550814-997409_frag_43720_63579	19859	No		19	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7623655796051025	0.0284953546340358											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP027739.1_0-2515507:463187-1227430_frag_189569_199793	10224	No		13	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7460654377937317	0.0293828839036181											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP027739.1_0-2515507:1794911-1977432_frag_111107_122990	11883	No		10	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.6427205801010132	0.0377294357579877											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028634.1_0-2005174:0-2005174_frag_156005_166604	10599	No		8	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3043632507324219	0.1182113452677694											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028634.1_0-2005174:0-2005174_frag_429954_444122	14168	No		16	1	7	Low-quality	Genome-fragment	9.99	HMM-based (lower-bound)	0.0	1.0																						0.2542738914489746	0.1311277286804139											0			0.0	0.0	0.0	0.0	0.0	0.0	-2.5	-2.5
NZ_AP028634.1_0-2005174:0-2005174_frag_869185_881123	11938	No		21	0	17	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7246658802032471	0.0310635244353803											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP028634.1_0-2005174:0-2005174_frag_1571738_1591712	19974	No		20	0	16	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7085619568824768	0.0324797945464158											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP028634.1_0-2005174:0-2005174_frag_1710467_1723437	12970	No		13	0	12	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4971436262130737	0.0656205151446483											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028634.1_0-2005174:0-2005174_frag_1844087_1863933	19846	No		21	0	13	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.224670723080635	0.1391154921066545											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028634.1_0-2005174:0-2005174_frag_1936257_1955352	19095	No		16	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5118241310119629	0.0566696880429035											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028907.1_0-2224219:0-794540_frag_42482_58149	15667	No		15	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7806706428527832	0.0267580632978321											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP028907.1_0-2224219:0-794540_frag_233672_249285	15613	No		19	1	15	Low-quality	Genome-fragment	9.29	HMM-based (lower-bound)	0.0	1.0																						0.6517866849899292	0.0368796736913664											0			0.0	0.0	0.0	0.0	0.0	0.0	-2.5	-2.5
NZ_AP028907.1_0-2224219:0-794540_frag_474761_486961	12200	No		15	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8939420580863953	0.0181471410227358											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP028907.1_0-2224219:0-794540_frag_547940_558677	10737	No		14	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8043726682662964	0.0248885867512652											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP028907.1_0-2224219:840263-1546517_frag_651862_664183	12321	No		13	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5188481211662292	0.0547813278948561											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028907.1_0-2224219:1561399-2224219_frag_518649_531752	13103	No		13	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.6463771462440491	0.0374461817357806											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP031322.1_0-2569661:0-856575_frag_689621_704290	14669	No		16	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5772020220756531	0.0448107863131656											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP031322.1_0-2569661:881226-2447136_frag_380266_399027	18761	No		23	0	16	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3856716156005859	0.0997998338243069											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP031322.1_0-2569661:881226-2447136_frag_543337_559358	16021	No		22	1	14	Low-quality	Genome-fragment	1.29	HMM-based (lower-bound)	0.0	1.0																						0.7035139799118042	0.0327063977641815											0			0.0	0.0	0.0	0.5	0.0	0.0	-2.5	-2.0
NZ_AP031322.1_0-2569661:881226-2447136_frag_1471661_1484629	12968	No		15	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.9243367910385132	0.0159566432510008											0			0.0	0.0	0.0	1.0	0.0	0.0	-4.0	-3.0
NZ_AP031374.1_0-2761125:0-760195_frag_265962_280701	14739	No		18	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8501441478729248	0.0215084220862602											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP031374.1_0-2761125:0-760195_frag_303814_320001	16187	No		16	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7364234924316406	0.0300438099554347											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP031374.1_0-2761125:775245-1294680_frag_195744_207414	11670	No		15	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.6649504899978638	0.0359354936173427											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP031374.1_0-2761125:775245-1294680_frag_247583_263297	15714	No		21	1	15	Low-quality	Genome-fragment	24.86	HMM-based (lower-bound)	0.0	1.0																						0.6489973068237305	0.0372006949165344											0			0.0	0.0	0.0	0.0	0.0	0.0	-2.5	-2.5
NZ_AP031374.1_0-2761125:1605309-2275916_frag_0_12972	12972	No		3	0	3	Not-determined	Genome-fragment			0.0	1.19	no viral genes detected																					0.9695866703987122	0.0109147216557141											0			0.0	0.0	0.0	1.0	0.0	0.0	-4.0	-3.0
NZ_AP031374.1_0-2761125:1605309-2275916_frag_12972_23257	10285	No		7	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.983391046524048	0.008799758289901											0			0.0	0.0	0.0	1.0	0.0	0.0	-4.0	-3.0
NZ_AP031374.1_0-2761125:1605309-2275916_frag_140335_153515	13180	No		15	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5559837222099304	0.0475300249263539											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM125062.1_0-3151446:0-3151446_frag_1196949_1213070	16121	No		22	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.322752833366394	0.1140003021376236											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM125062.1_0-3151446:0-3151446_frag_1304354_1316573	12219	No		12	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0697479769587516	0.2126860034745826											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM125062.1_0-3151446:0-3151446_frag_2575441_2592195	16754	No		15	0	12	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2130071073770523	0.1425900747790618											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM125062.1_0-3151446:0-3151446_frag_2875055_2886705	11650	No		13	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected			full	0.067	0.0	0.713	0.11	0.3	0.713	NCLDV	0.0	11.1	0.0	2-11649	1-9						0.318852961063385	0.1146989953924012											0			0.0	1.0	0.0	0.0	0.0	0.0	-4.0	-3.0
NZ_CM125062.1_0-3151446:0-3151446_frag_2886705_2901899	15194	No		12	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5337525606155396	0.0516277664476168											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM125063.1_0-2889744:0-2889744_frag_107886_124014	16128	No		18	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.108415350317955	0.184794924087922											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM125063.1_0-2889744:0-2889744_frag_374650_388701	14051	No		17	0	15	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2370936572551727	0.1357730946446106											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM125063.1_0-2889744:0-2889744_frag_594082_612119	18037	No		16	0	7	Low-quality	Genome-fragment	14.97	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.2156650125980377	0.1415137094946748											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM125063.1_0-2889744:0-2889744_frag_763572_776491	12919	No		16	0	12	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0669808983802795	0.2152352896744467											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM125063.1_0-2889744:0-2889744_frag_1163635_1181738	18103	No		27	0	15	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1759639233350753	0.1550532517561749											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM125063.1_0-2889744:0-2889744_frag_1181738_1196001	14263	No		17	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0433416664600372	0.2441460835410529											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM125063.1_0-2889744:0-2889744_frag_1570438_1582230	11792	No		13	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0379148423671722	0.2528325402220711											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM125063.1_0-2889744:0-2889744_frag_2263546_2278769	15223	No		15	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1736260056495666	0.1558652466198353											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM127098.1_0-3303565:0-2480151_frag_1115829_1131359	15530	No		15	0	12	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.144048124551773	0.1673087091170028											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM127098.1_0-3303565:0-2480151_frag_1342741_1353569	10828	No		12	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8208974599838257	0.0236233854520734											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_CM127098.1_0-3303565:0-2480151_frag_2260926_2277124	16198	No		11	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5101397037506104	0.0571606616813958											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM127098.1_0-3303565:2495318-3303565_frag_132000_151363	19363	No		21	0	15	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5290728807449341	0.052628597326082											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM127098.1_0-3303565:2495318-3303565_frag_486454_503236	16782	No		17	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4890504777431488	0.0699259762821965											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM127098.1_0-3303565:2495318-3303565_frag_683815_703523	19708	No		24	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2014379650354385	0.1463667950751567											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM127330.1_0-3305981:0-3305981_frag_993221_1008051	14830	No		13	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected			full	0.007	0.0	0.693	0.0	0.02	0.693	NCLDV	0.0	8.3	0.0	1-14830	1-12						0.4501295089721679	0.0834277513407357											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM127330.1_0-3305981:0-3305981_frag_1660825_1671569	10744	No		14	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.6138632297515869	0.0406941611904222											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM127330.1_0-3305981:0-3305981_frag_1716595_1734453	17858	No		22	0	13	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4227456450462341	0.091245562353652											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM127330.1_0-3305981:0-3305981_frag_2019854_2037231	17377	No		14	0	12	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8211129903793335	0.0236045018505929											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_CM127330.1_0-3305981:0-3305981_frag_2392828_2403992	11164	No		14	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.135818064212799	0.1713686834353047											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CM127330.1_0-3305981:0-3305981_frag_2948818_2964018	15200	No		13	0	10	Not-determined	Genome-fragment			0.0	1.03	no viral genes detected																					0.5592579245567322	0.0469635168819397											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP009510.1_0-4403296:0-2492391_frag_53375_69250	15875	No		12	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4992743134498596	0.0636755041921595											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP009510.1_0-4403296:0-2492391_frag_841531_858989	17458	No		17	0	8	Low-quality	Genome-fragment	8.75	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.0774976015090942	0.2057179545282876											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP009510.1_0-4403296:0-2492391_frag_1009515_1026562	17047	No		12	0	11	Not-determined	Genome-fragment			0.0	1.03	no viral genes detected																					0.1854139417409896	0.1519563411133771											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP009510.1_0-4403296:0-2492391_frag_1026562_1037521	10959	No		10	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1242253109812736	0.1765994410453961											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP009510.1_0-4403296:0-2492391_frag_2363710_2383511	19801	No		16	0	12	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.2595920860767364	0.1298247601782612											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP009510.1_0-4403296:0-2492391_frag_2426794_2437439	10645	No		12	0	5	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.0043209251016378	0.4035803308406979											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP009510.1_0-4403296:0-2492391_frag_2453946_2471374	17428	No		16	0	12	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1489476263523101	0.1650049097363849											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP009510.1_0-4403296:0-2492391_frag_2471374_2491138	19764	No		23	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1414805352687835	0.1684417252058312											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP009510.1_0-4403296:2895897-4083330_frag_577661_588827	11166	No		12	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2866790294647217	0.122932245637888											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP037968.1_0-2965921:918500-2297724_frag_0_16914	16914	No		19	0	14	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1452082991600036	0.1668366190799909											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP037968.1_0-2965921:918500-2297724_frag_398341_410937	12596	No		13	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0597407594323158	0.2231286350932849											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP037968.1_0-2965921:918500-2297724_frag_469065_482615	13550	No		13	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.519293487071991	0.0547057934889342											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP037968.1_0-2965921:918500-2297724_frag_499160_512147	12987	No		12	0	7	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.1652686297893524	0.1588488556537503											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP037968.1_0-2965921:918500-2297724_frag_1007831_1022076	14245	No		12	0	12	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.280744731426239	0.1244240501548455											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP037968.1_0-2965921:2312693-2965921_frag_221080_235476	14396	No		13	0	10	Not-determined	Genome-fragment			0.0	1.02	no viral genes detected																					0.0674453899264335	0.2148009668403958											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_CP040735.1_0-1983764:258470-600133_frag_173892_184575	10683	No		11	1	8	Low-quality	Genome-fragment	6.44	HMM-based (lower-bound)	0.0	1.0																						0.3485605418682098	0.1079386660623914											0			0.0	0.0	0.0	0.0	0.0	0.0	-2.5	-2.5
NZ_CP046615.1_0-2225130:0-620308_frag_395069_407238	12169	No		13	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.999350130558014	0.0030402598383563											0			0.0	0.0	0.0	1.0	0.0	0.0	-4.0	-3.0
NZ_CP046615.1_0-2225130:811171-1520520_frag_454889_469081	14192	No		18	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.9946000576019288	0.0061938212855955											0			0.0	0.0	0.0	1.0	0.0	0.0	-4.0	-3.0
NZ_CP046616.1_0-2656591:323007-563941_frag_215173_225318	10145	No		7	0	3	Not-determined	Genome-fragment			0.0	1.02	no viral genes detected																					0.8180955648422241	0.0238877558728											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_CP046616.1_0-2656591:768451-2336764_frag_24126_39286	15160	No		19	0	6	Not-determined	Genome-fragment			0.0	1.07	no viral genes detected																					0.8986506462097168	0.0177317017901654											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_CP046616.1_0-2656591:768451-2336764_frag_513498_530434	16936	No		18	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8161815404891968	0.0239821738802024											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
