Contig	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings	ckv_partial	ckv_nucl_range	vs2_region	vs2_dsDNAphage	vs2_ssDNA	vs2_NCLDV	vs2_RNA	vs2_lavidaviridae	vs2_max_score	vs2_max_score_group	vs2_hallmark	vs2_viral	vs2_cellular	vs2_nucl_range	vs2_orf_range	vb_lifestyle	vb_partial	vb_nucl_range	vb_prot_range	vb_isPhage	dvf_v_score	dvf_pvalue	gn_topology	gn_coordinates	gn_partial	gn_genes	gn_genetic_code	gn_hallmarks	gn_marker_enrichment	gn_taxonomy	gn_v_score	gn_fdr	is_provirus	provirus_range	provirus_source	host_rate
NC_078948.1_frag_0_6686	6686	No		1	1	0	Medium-quality	Genome-fragment	54.03	AAI-based (high-confidence)	0.0	1.0																						0.967393398284912	0.0112923936853236	No terminal repeats			1.0	11.0	1.0	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Bunyaviricetes;Elliovirales;Peribunyaviridae	0.9638		0			0.0
NC_077059.1_frag_0_5627	5627	No		1	0	0	Medium-quality	Genome-fragment	68.5	AAI-based (high-confidence)	0.0	1.0	no viral genes detected																					0.8970882892608643	0.0179394214064506	No terminal repeats			1.0	11.0	0.0	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae	0.9706		0			0.0
NC_076682.1_frag_0_9152	9152	No		7	6	0	Low-quality	Genome-fragment	7.12	AAI-based (high-confidence)	0.0	1.0				full	0.587	0.34	1.0	0.155	0.833	1.0	NCLDV	0.0	71.4	0.0	1-9152	1-7						0.6916637420654297	0.03383941385301	No terminal repeats			7.0	11.0	2.0	6.8731	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9413		0			0.0
NC_076682.1_frag_9152_15965	6813	No		8	8	0	Low-quality	Genome-fragment	5.03	AAI-based (high-confidence)	0.0	1.0				full	0.713	0.713	0.907	0.095	0.973	0.973	lavidaviridae	0.0	85.7	0.0	1-6813	1-7						0.6655588150024414	0.0358977264143817	No terminal repeats			8.0	11.0	5.0	8.5914	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9821		0			0.0
NC_076682.1_frag_15965_24519	8554	No		11	8	0	Low-quality	Genome-fragment	6.65	AAI-based (high-confidence)	0.0	1.01				full	0.62	0.54	0.993	0.2	0.987	0.993	NCLDV	0.0	87.5	0.0	1-8367	1-8						0.6205891370773315	0.0399954679356446	No terminal repeats			11.0	11.0	6.0	13.7049	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.979		0			0.0
NC_076682.1_frag_24519_30025	5506	No		7	4	0	Low-quality	Genome-fragment	4.28	AAI-based (high-confidence)	0.0	1.0				full	0.387	0.4	0.673	0.04	0.807	0.807	lavidaviridae	0.0	71.4	14.3	3-5506	1-7						0.6523606777191162	0.0368419064884054	No terminal repeats			7.0	11.0	3.0	8.5914	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9793		0			0.0
NC_076682.1_frag_30025_38886	8861	No		7	7	0	Low-quality	Genome-fragment	6.89	AAI-based (high-confidence)	0.0	1.0				full	0.153	0.033	1.0	0.025	0.453	1.0	NCLDV	0.0	50.0	12.5	334-8798	1-8						0.8863006830215454	0.0188269506760329	No terminal repeats			7.0	11.0	2.0	8.5914	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9814		0			0.0
NC_076682.1_frag_38886_48490	9604	No		12	12	0	Low-quality	Genome-fragment	6.95	AAI-based (high-confidence)	0.0	1.0				full	0.647	0.327	1.0	0.07	0.793	1.0	NCLDV	0.0	66.7	0.0	3-9602	1-12						0.7779244184494019	0.0270602009215197	No terminal repeats			12.0	11.0	7.0	15.4645	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.981		0			0.0
NC_076682.1_frag_48490_56879	8389	No		6	6	0	Low-quality	Genome-fragment	6.52	AAI-based (high-confidence)	0.0	1.0				full	0.18	0.053	0.867	0.02	0.453	0.867	NCLDV	0.0	57.1	14.3	2-8358	1-7						0.8036689758300781	0.0249263539542261	No terminal repeats			6.0	11.0	2.0	5.1548	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9701		0			0.0
NC_076682.1_frag_56879_62308	5429	No		4	2	0	Low-quality	Genome-fragment	3.88	AAI-based (high-confidence)	0.0	1.0																						0.3929466009140014	0.0982324949014276											0			0.0
NC_076682.1_frag_62308_67961	5653	No		8	5	0	Low-quality	Genome-fragment	4.14	AAI-based (high-confidence)	0.0	1.0				full	0.507	0.567	0.9	0.085	0.913	0.913	lavidaviridae	0.0	71.4	0.0	2-5651	1-7						0.2991262078285217	0.1194387793640003	No terminal repeats			8.0	11.0	2.0	8.5914	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9816		0			0.0
NC_076682.1_frag_67961_76536	8575	No		8	8	0	Low-quality	Genome-fragment	6.05	AAI-based (high-confidence)	0.0	1.0				full	0.56	0.6	0.873	0.15	0.753	0.873	NCLDV	0.0	88.9	0.0	2-8487	1-9						0.8004417419433594	0.0252096079764332	No terminal repeats			8.0	11.0	7.0	12.028	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9804		0			0.0
NC_076682.1_frag_76536_84591	8055	No		8	6	0	Low-quality	Genome-fragment	5.67	AAI-based (high-confidence)	0.0	1.0				full	0.54	0.687	0.593	0.11	0.847	0.847	lavidaviridae	0.0	62.5	0.0	3-8053	1-8						0.7147029042243958	0.0318377520960797	No terminal repeats			8.0	11.0	4.0	8.5914	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9806		0			0.0
NC_076682.1_frag_84591_92130	7539	No		7	7	0	Low-quality	Genome-fragment	5.36	AAI-based (high-confidence)	0.0	1.0				full	0.78	0.807	0.933	0.165	1.0	1.0	lavidaviridae	0.0	100.0	0.0	2-7538	1-7						0.5594056844711304	0.0469635168819397	No terminal repeats			7.0	11.0	5.0	8.5914	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9827		0			0.0
NC_076682.1_frag_92130_97187	5057	No		7	5	0	Low-quality	Genome-fragment	3.93	AAI-based (high-confidence)	0.0	1.0				full	0.253	0.04	1.0	0.14	0.727	1.0	NCLDV	0.0	42.9	0.0	3-5056	1-7						0.3074937462806701	0.1173049323967067	No terminal repeats			7.0	11.0	2.0	5.1548	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9783		0			0.0
NC_076682.1_frag_97187_105310	8123	No		9	5	0	Low-quality	Genome-fragment	5.96	AAI-based (high-confidence)	0.0	1.0				full	0.953	0.227	0.947	0.07	0.98	0.98	lavidaviridae	0.0	66.7	0.0	3-7854	1-9						0.8950374126434326	0.0180527230153334	No terminal repeats			9.0	11.0	3.0	8.5914	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9801		0			0.0
NC_076682.1_frag_105310_111083	5773	No		8	5	0	Low-quality	Genome-fragment	4.49	AAI-based (high-confidence)	0.0	1.0				full	0.8	0.813	0.947	0.1	0.973	0.973	lavidaviridae	0.0	62.5	0.0	2-5772	1-8						0.4944073557853699	0.0671878540675277	No terminal repeats			8.0	11.0	3.0	5.1548	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.978		0			0.0
NC_076682.1_frag_111083_118168	7085	No		7	7	0	Low-quality	Genome-fragment	5.34	AAI-based (high-confidence)	0.0	1.0				full	0.533	0.3	0.927	0.045	0.493	0.927	NCLDV	0.0	71.4	0.0	39-7085	1-7						0.5074740052223206	0.0580670745524586	No terminal repeats			7.0	11.0	1.0	3.4366	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9446		0			0.0
NC_076682.1_frag_118168_123429	5261	No		6	6	0	Low-quality	Genome-fragment	4.09	AAI-based (high-confidence)	0.0	1.0				full	0.78	0.707	1.0	0.13	0.973	1.0	NCLDV	0.0	83.3	0.0	1-5260	1-6						0.8117049932479858	0.0243031951053704	No terminal repeats			6.0	11.0	2.0	6.8731	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9825		0			0.0
NC_076682.1_frag_123429_128512	5083	No		3	2	0	Low-quality	Genome-fragment	3.59	AAI-based (high-confidence)	0.0	1.0																						0.9245190620422364	0.0159377596495203	No terminal repeats			3.0	11.0	1.0	3.4114	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.793		0			0.0
NC_078923.1_frag_0_6490	6490	No		1	1	0	Medium-quality	Genome-fragment	52.45	AAI-based (high-confidence)	0.0	1.0																						0.8275294303894043	0.0231890626180225	No terminal repeats			1.0	11.0	1.0	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Bunyaviricetes;Elliovirales;Peribunyaviridae	0.9693		0			0.0
NC_077058.1_frag_0_7082	7082	No		5	4	0	Low-quality	Genome-fragment	48.02	HMM-based (lower-bound)	0.0	1.0				full	0.753	0.147	0.3	1.0	0.993	1.0	RNA	1.0	20.0	0.0	3-7081	1-5						0.7662874460220337	0.0280610317999848	No terminal repeats			5.0	11.0	1.0	3.4366	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae	0.9701		0			0.0
NC_062773.1_frag_0_8253	8253	No		17	2	0	Low-quality	Genome-fragment	7.92	AAI-based (high-confidence)	0.0	1.0				full	0.967	0.48	0.293	0.07	0.753	0.967	dsDNAphage	0.0	76.9	0.0	163-8050	1-13						0.9999895691871644	0.0006609260518166	No terminal repeats			17.0	11.0	0.0	21.4547	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9821		0			0.0
NC_062773.1_frag_8253_14036	5783	No		6	3	0	Low-quality	Genome-fragment	5.73	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.933	0.56	0.185	0.867	1.0	dsDNAphage	1.0	100.0	0.0	1-5783	1-6	lytic				1.0	0.9999381303787231	0.0013029685021527	No terminal repeats			6.0	11.0	3.0	9.2554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.983		0			0.0
NC_062773.1_frag_14036_20069	6033	No		7	1	0	Low-quality	Genome-fragment	6.1	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.693	0.693	0.575	0.94	1.0	dsDNAphage	2.0	50.0	0.0	1-5921	1-6						0.9999905228614808	0.0006609260518166	No terminal repeats			7.0	11.0	2.0	5.9051	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9759		0			0.0
NC_062773.1_frag_20069_29193	9124	No		12	1	0	Low-quality	Genome-fragment	8.94	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.733	0.913	0.12	0.86	1.0	dsDNAphage	3.0	83.3	0.0	2-9061	1-12	lytic				1.0	1.0	0.0	No terminal repeats			12.0	11.0	2.0	13.2079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9824		0			0.0
NC_062773.1_frag_29193_35401	6208	No		7	1	0	Low-quality	Genome-fragment	6.12	AAI-based (high-confidence)	0.0	1.0				full	0.993	0.867	0.747	0.185	0.88	0.993	dsDNAphage	4.0	100.0	0.0	3-6207	1-7	lytic				1.0	0.9999942779541016	0.0005665080444142	No terminal repeats			7.0	11.0	1.0	12.028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9821		0			0.0
NC_062773.1_frag_35401_44788	9387	No		4	2	0	Low-quality	Genome-fragment	9.47	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.907	0.733	0.285	0.86	1.0	dsDNAphage	1.0	100.0	0.0	3-9386	1-4	lytic				1.0	1.0	0.0	No terminal repeats			4.0	11.0	0.0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9817		0			0.0
NC_062773.1_frag_44788_54550	9762	No		3	0	0	Low-quality	Genome-fragment	8.87	AAI-based (high-confidence)	0.0	1.0	no viral genes detected			full	0.86	0.467	0.767	0.185	0.76	0.86	dsDNAphage	1.0	66.7	0.0	3-9762	1-3						0.9995630383491516	0.0027758894176297	No terminal repeats			3.0	11.0	0.0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.894		0			0.0
NC_062773.1_frag_54550_61872	7322	No		4	0	0	Low-quality	Genome-fragment	7.03	AAI-based (high-confidence)	0.0	1.0	no viral genes detected			full	0.993	0.747	0.947	0.335	0.913	0.993	dsDNAphage	1.0	75.0	0.0	1-7320	1-4						1.0	0.0	No terminal repeats			4.0	11.0	0.0	6.8699	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.983		0			0.0
NC_062773.1_frag_61872_68336	6464	No		12	1	0	Low-quality	Genome-fragment	6.55	AAI-based (high-confidence)	0.0	1.0				full	0.993	0.913	0.6	0.395	0.94	0.993	dsDNAphage	0.0	53.8	0.0	2-6463	1-13	lytic				1.0	1.0	0.0	No terminal repeats			12.0	11.0	0.0	12.589	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9789		0			0.0
NC_062773.1_frag_68336_77626	9290	No		13	2	0	Low-quality	Genome-fragment	9.13	AAI-based (high-confidence)	0.0	1.0				full	0.953	0.527	0.827	0.155	0.947	0.953	dsDNAphage	0.0	69.2	0.0	3-9290	1-13	lytic				1.0	0.9996953010559082	0.0023415665835788	No terminal repeats			13.0	11.0	0.0	15.5061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9792		0			0.0
NC_062773.1_frag_77626_84427	6801	No		9	1	0	Low-quality	Genome-fragment	6.74	AAI-based (high-confidence)	0.0	1.0				full	0.933	0.86	0.813	0.1	0.9	0.933	dsDNAphage	0.0	75.0	0.0	1-6621	1-8	lytic				1.0	0.998549222946167	0.0042110431301457	No terminal repeats			9.0	11.0	1.0	13.7091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9832		0			0.0
NC_062773.1_frag_84427_91324	6897	No		11	1	0	Low-quality	Genome-fragment	6.68	AAI-based (high-confidence)	0.0	1.0				full	0.94	0.92	0.813	0.355	0.92	0.94	dsDNAphage	0.0	33.3	0.0	1-6882	1-12	lytic				1.0	1.0	0.0	No terminal repeats			11.0	11.0	0.0	15.0785	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9817		0			0.0
NC_070989.1_frag_0_9912	9912	No		11	8	0	Low-quality	Genome-fragment	13.35	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.447	0.187	0.14	0.36	1.0	dsDNAphage	4.0	100.0	0.0	551-9910	1-11	lytic				1.0	0.9999967217445374	0.0005098572399728	No terminal repeats			11.0	11.0	3.0	16.9242	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9834		0			0.0
NC_070989.1_frag_9912_17645	7733	No		6	5	0	Low-quality	Genome-fragment	10.07	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.5	0.6	0.175	0.347	1.0	dsDNAphage	3.0	100.0	0.0	2-7733	1-6	lytic				1.0	1.0	0.0	No terminal repeats			6.0	11.0	1.0	7.766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9828		0			0.0
NC_070989.1_frag_17645_25324	7679	No		7	5	0	Low-quality	Genome-fragment	10.08	AAI-based (high-confidence)	0.0	1.0				full	0.927	0.86	0.38	0.21	0.353	0.927	dsDNAphage	0.0	100.0	0.0	1-7678	1-7	lytic				1.0	0.9999974370002748	0.0004909736384923	No terminal repeats			7.0	11.0	1.0	9.8298	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.983		0			0.0
NC_070989.1_frag_25324_35310	9986	No		15	8	0	Low-quality	Genome-fragment	13.1	AAI-based (high-confidence)	0.0	1.0				full	0.973	0.84	0.507	0.06	0.273	0.973	dsDNAphage	0.0	80.0	0.0	3-9984	1-15	lytic				1.0	0.9997064471244812	0.0022849157791373	No terminal repeats			15.0	11.0	1.0	19.7727	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9825		0			0.0
NC_070989.1_frag_35310_44674	9364	No		24	14	0	Low-quality	Genome-fragment	12.28	AAI-based (high-confidence)	0.0	1.01				full	0.987	0.347	0.287	0.055	0.2	0.987	dsDNAphage	0.0	80.0	0.0	2-9364	1-25	lytic				1.0	0.9999643564224244	0.0010574816829065	No terminal repeats			24.0	11.0	0.0	31.0189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.982		0			0.0
NC_070989.1_frag_44674_53804	9130	No		18	8	1	Low-quality	Genome-fragment	11.99	AAI-based (high-confidence)	0.0	1.0				full	0.987	0.513	0.513	0.055	0.16	0.987	dsDNAphage	0.0	100.0	0.0	1-9128	1-18	lytic				1.0	0.9999988675117492	0.0003965556310899	No terminal repeats			18.0	11.0	0.0	23.8622	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9826		0			0.0
NC_070989.1_frag_53804_62272	8468	No		10	6	0	Low-quality	Genome-fragment	11.08	AAI-based (high-confidence)	0.0	1.0				full	0.92	0.347	0.433	0.1	0.46	0.92	dsDNAphage	0.0	100.0	0.0	2-8466	1-11	lytic				1.0	0.9999982118606568	0.0004343228340509	No terminal repeats			10.0	11.0	0.0	15.4627	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9835		0			0.0
NC_070989.1_frag_62272_72168	9896	No		31	19	0	Low-quality	Genome-fragment	12.98	AAI-based (high-confidence)	0.0	1.0				full	0.96	0.193	0.707	0.095	0.133	0.96	dsDNAphage	0.0	84.4	0.0	189-9629	1-31	lytic				1.0	0.9999995827674866	0.0002832540222071	No terminal repeats			31.0	11.0	0.0	47.4892	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9796		0			0.0
NC_070989.1_frag_72168_77295	5127	No		6	0	0	Low-quality	Genome-fragment	6.92	AAI-based (high-confidence)	0.0	1.0	no viral genes detected			full	0.86	0.913	0.673	0.28	0.333	0.913	ssDNA	0.0	50.0	0.0	1-4662	1-6	lytic				1.0	0.9999697804450988	0.0010197144799456	No terminal repeats			6.0	11.0	0.0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9767		0			0.0
NC_076723.1_frag_0_8792	8792	No		1	0	0	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.6566829681396484	0.0365964196691593	No terminal repeats			1.0	11.0	0.0	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Milneviricetes;;	0.9546		0			0.0
NC_076723.1_frag_8792_16349	7557	No		2	0	0	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7173377275466919	0.0316300324797945	No terminal repeats			2.0	11.0	1.0	3.4366	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tobaniviridae	0.9582		0			0.0
NC_076723.1_frag_16349_26267	9918	No		5	1	0	Low-quality	Genome-fragment	32.9	AAI-based (medium-confidence)	0.0	1.0				full	0.66	0.187	0.173	1.0	0.7	1.0	RNA	1.0	20.0	0.0	1-9477	1-5	lytic				1.0	0.6463338136672974	0.0374461817357806	No terminal repeats			5.0	11.0	1.0	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae	0.8936		0			0.0
NC_071029.1_frag_0_5788	5788	No		4	4	0	Low-quality	Genome-fragment	13.28	AAI-based (high-confidence)	0.0	1.0				full	0.993	0.327	0.24	0.16	0.487	0.993	dsDNAphage	2.0	100.0	0.0	85-5712	1-4	lytic				1.0	1.0	0.0	No terminal repeats			4.0	11.0	2.0	6.0693	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9828		0			0.0
NC_071029.1_frag_5788_11389	5601	No		12	9	0	Low-quality	Genome-fragment	12.86	AAI-based (high-confidence)	0.0	1.0				full	0.987	0.487	0.313	0.075	0.213	0.987	dsDNAphage	3.0	50.0	0.0	1-5599	1-12	lytic				1.0	0.9999995827674866	0.0002832540222071	No terminal repeats			12.0	11.0	4.0	14.1478	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9797		0			0.0
NC_071029.1_frag_11389_20205	8816	No		8	4	0	Low-quality	Genome-fragment	20.16	AAI-based (high-confidence)	0.0	1.0				full	0.993	0.173	0.293	0.155	0.267	0.993	dsDNAphage	3.0	62.5	0.0	2-8794	1-8	lytic				1.0	0.9999558329582214	0.0010952488858675	No terminal repeats			8.0	11.0	2.0	11.3592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9785		0			0.0
NC_071029.1_frag_20205_29775	9570	No		14	7	0	Low-quality	Genome-fragment	22.06	AAI-based (high-confidence)	0.0	1.0				full	0.933	0.12	0.567	0.005	0.107	0.933	dsDNAphage	0.0	64.3	7.1	1-9568	1-14	lytic				1.0	0.9999790191650392	0.0008497620666213	No terminal repeats			14.0	11.0	0.0	18.7118	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9766		0			0.0
NC_071029.1_frag_29775_35679	5904	No		11	3	0	Low-quality	Genome-fragment	13.57	AAI-based (high-confidence)	0.0	1.0				full	0.96	0.253	0.033	0.08	0.167	0.96	dsDNAphage	0.0	36.4	0.0	2-5903	1-11	lytic				1.0	0.9999858140945436	0.0007931112621799	No terminal repeats			11.0	11.0	0.0	4.1954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9728		0			0.0
NC_071029.1_frag_35679_41844	6165	No		16	2	1	Low-quality	Genome-fragment	14.14	AAI-based (high-confidence)	0.0	1.0				full	0.953	0.267	0.287	0.115	0.133	0.953	dsDNAphage	0.0	18.8	0.0	3-6157	1-16	lytic				1.0	0.9989017248153688	0.0037389530931339	No terminal repeats			16.0	11.0	1.0	11.5381	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9748		0			0.0
