Contig	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings	ckv_partial	ckv_nucl_range	vs2_region	vs2_dsDNAphage	vs2_ssDNA	vs2_NCLDV	vs2_RNA	vs2_lavidaviridae	vs2_max_score	vs2_max_score_group	vs2_hallmark	vs2_viral	vs2_cellular	vs2_nucl_range	vs2_orf_range	vb_lifestyle	vb_partial	vb_nucl_range	vb_prot_range	vb_isPhage	dvf_v_score	dvf_pvalue	gn_topology	gn_coordinates	gn_partial	gn_genes	gn_genetic_code	gn_hallmarks	gn_marker_enrichment	gn_taxonomy	gn_v_score	gn_fdr	is_provirus	provirus_range	provirus_source	host_rate
NZ_AP025226.1_0-3075795:1400630-2406822_frag_607824_615536	7712	No		10	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.9235259294509888	0.0160132940554422											0			0.0
NZ_AP025226.1_0-3075795:1400630-2406822_frag_713655_719953	6298	No		8	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2684850692749023	0.1273321247828386											0			0.0
NZ_AP025226.1_0-3075795:1400630-2406822_frag_913106_919924	6818	No		6	0	3	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.4844517707824707	0.0720031724450487											0			0.0
NZ_AP025251.1_0-1254503:0-81714_frag_24204_33374	9170	No		10	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8427935838699341	0.022018279326233											0			0.0
NZ_AP025251.1_0-1254503:214315-1131837_frag_76224_83921	7697	No		9	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3975014686584472	0.0971938968200015											0			0.0
NZ_AP025251.1_0-1254503:214315-1131837_frag_107685_113837	6152	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.424992561340332	0.090527985497394											0			0.0
NZ_AP025251.1_0-1254503:214315-1131837_frag_131764_138319	6555	No		9	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.250008225440979	0.1322607447692423											0			0.0
NZ_AP025251.1_0-1254503:214315-1131837_frag_220149_227499	7350	No		9	0	5	Not-determined	Genome-fragment			0.0	1.12	no viral genes detected																					0.4423407316207886	0.0854860639021074											0			0.0
NZ_AP025251.1_0-1254503:214315-1131837_frag_515007_523798	8791	No		8	0	7	Low-quality	Genome-fragment	0.76	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.487779289484024	0.0703791827177279											0			0.0
NZ_AP025251.1_0-1254503:214315-1131837_frag_774110_780015	5905	No		9	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2471536993980407	0.1331671576403051											0			0.0
NZ_AP025251.1_0-1254503:214315-1131837_frag_842113_850290	8177	No		9	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5357946157455444	0.0512123272150464											0			0.0
NZ_AP025251.1_0-1254503:1148430-1254503_frag_44811_51025	6214	No		8	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.37093585729599	0.103463252511519											0			0.0
NZ_AP025586.1_0-1791153:208959-588483_frag_220458_228280	7822	No		11	1	2	Low-quality	Genome-fragment	10.27	AAI-based (medium-confidence)	0.0	1.0																						0.6572960615158081	0.0365586524661983											0			0.0
NZ_AP025586.1_0-1791153:605956-1449841_frag_664267_672835	8568	No		4	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4873059093952179	0.0706057859354936											0			0.0
NZ_AP025587.1_0-1791155:112042-610364_frag_65043_71950	6907	No		10	0	6	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.3557502925395965	0.1066545811617191											0			0.0
NZ_AP025587.1_0-1791155:112042-610364_frag_389514_398289	8775	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected			full	0.1	0.0	0.72	0.05	0.147	0.72	NCLDV	0.0	12.5	0.0	212-8773	1-8						0.0640777945518493	0.2180111790920764											0			0.0
NZ_AP025587.1_0-1791155:657417-733798_frag_8305_15869	7564	No		2	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1545882076025009	0.1629843643779741											0			0.0
NZ_AP025587.1_0-1791155:776303-1311275_frag_156261_163166	6905	No		11	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8909947276115417	0.0184115114434624											0			0.0
NZ_AP025587.1_0-1791155:776303-1311275_frag_505819_514435	8616	No		11	0	7	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.0727067291736602	0.2100234156658358											0			0.0
NZ_AP025587.1_0-1791155:1345114-1791155_frag_45612_50660	5048	No		6	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0465775392949581	0.239330765163532											0			0.0
NZ_AP025587.1_0-1791155:1345114-1791155_frag_110838_117468	6630	No		6	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2352521270513534	0.1362640682831029											0			0.0
NZ_AP025587.1_0-1791155:1345114-1791155_frag_153704_163552	9848	No		11	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1592248976230621	0.1610204698240048											0			0.0
NZ_AP025587.1_0-1791155:1345114-1791155_frag_209677_215717	6040	No		6	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0495028235018253	0.2349875368230229											0			0.0
NZ_AP025587.1_0-1791155:1345114-1791155_frag_305551_311308	5757	No		3	0	1	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0632729083299636	0.2188987083616587											0			0.0
NZ_AP025587.1_0-1791155:1345114-1791155_frag_426184_431849	5665	No		5	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0330476649105548	0.2618777853312183											0			0.0
NZ_AP025698.1_0-1472762:0-1472762_frag_16215_21507	5292	No		7	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4704345166683197	0.077309464461062											0			0.0
NZ_AP025698.1_0-1472762:0-1472762_frag_468543_474085	5542	No		7	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7802479863166809	0.0268524813052345											0			0.0
NZ_AP025698.1_0-1472762:0-1472762_frag_751147_756906	5759	No		6	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.6703466176986694	0.0355389379862527											0			0.0
NZ_AP025698.1_0-1472762:0-1472762_frag_1168959_1176322	7363	No		6	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.59403395652771	0.0431112621799229											0			0.0
NZ_AP025698.1_0-1472762:0-1472762_frag_1438533_1446148	7615	No		9	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5279778838157654	0.0528363169423672											0			0.0
NZ_AP026695.1_0-1775052:0-350864_frag_47597_56899	9302	No		14	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1347021758556366	0.171897424276758											0			0.0
NZ_AP026695.1_0-1775052:393330-577629_frag_157904_166716	8812	No		12	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3354718685150146	0.1111299947125915											0			0.0
NZ_AP026695.1_0-1775052:733044-856818_frag_70154_75330	5176	No		9	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2668841183185577	0.1277286804139285											0			0.0
NZ_AP026695.1_0-1775052:733044-856818_frag_89107_94255	5148	No		9	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0628948956727981	0.2195407508119948											0			0.0
NZ_AP026695.1_0-1775052:1185791-1368323_frag_50445_58830	8385	No		13	0	12	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1137327551841735	0.1817735478510461											0			0.0
NZ_AP026695.1_0-1775052:1185791-1368323_frag_77502_84748	7246	No		12	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2513138949871063	0.1318830727396329											0			0.0
NZ_AP026695.1_0-1775052:1381076-1775052_frag_140880_147366	6486	No		9	0	3	Not-determined	Genome-fragment			0.0	1.02	no viral genes detected			full	0.067	0.007	0.72	0.04	0.127	0.72	NCLDV	0.0	14.3	0.0	1-6485	1-7						0.489715576171875	0.069548304252587											0			0.0
NZ_AP026695.1_0-1775052:1381076-1775052_frag_147366_152508	5142	No		7	0	6	Not-determined	Genome-fragment			0.0	1.02	no viral genes detected																					0.3025630116462707	0.1185890172973789											0			0.0
NZ_AP026695.1_0-1775052:1381076-1775052_frag_211045_217635	6590	No		10	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2763782143592834	0.1257081350555177											0			0.0
NZ_AP026830.1_0-2432148:0-2432148_frag_901993_908153	6160	No		10	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8507269620895386	0.0214895384847798											0			0.0
NZ_AP026830.1_0-2432148:0-2432148_frag_1100586_1110248	9662	No		4	0	0	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.9970029592514038	0.0053062920160132											0			0.0
NZ_AP026830.1_0-2432148:0-2432148_frag_1152335_1159868	7533	No		9	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.6758818030357361	0.0351046151522018											0			0.0
NZ_AP026830.1_0-2432148:0-2432148_frag_1790126_1796957	6831	No		6	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5354790687561035	0.0512878616209683											0			0.0
NZ_AP026830.1_0-2432148:0-2432148_frag_1937377_1944974	7597	No		9	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7538737058639526	0.02906186267845											0			0.0
NZ_AP026830.1_0-2432148:0-2432148_frag_1944974_1952747	7773	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7232532501220703	0.0311768260442631											0			0.0
NZ_AP026830.1_0-2432148:0-2432148_frag_2130059_2139713	9654	No		8	0	6	Low-quality	Genome-fragment	10.82	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.5185818672180176	0.0548946295037389											0			0.0
NZ_AP026830.1_0-2432148:0-2432148_frag_2262399_2271647	9248	No		16	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8522514700889587	0.0213762368758969											0			0.0
NZ_AP026830.1_0-2432148:0-2432148_frag_2374103_2379356	5253	No		6	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7991669178009033	0.0254173275927184											0			0.0
NZ_AP027738.1_0-2803797:0-151519_frag_20512_29454	8942	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2383813261985778	0.1354898406224035											0			0.0
NZ_AP027738.1_0-2803797:172175-382651_frag_69751_76882	7131	No		4	0	4	Not-determined	Genome-fragment			0.0	1.05	no viral genes detected																					0.8551800847053528	0.0211496336581312											0			0.0
NZ_AP027738.1_0-2803797:172175-382651_frag_76882_84720	7838	No		9	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.6150360703468323	0.0405242087770979											0			0.0
NZ_AP027738.1_0-2803797:396162-542722_frag_60921_69936	9015	No		11	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3833011388778686	0.1004985270790845											0			0.0
NZ_AP027738.1_0-2803797:550814-997409_frag_266994_272021	5027	No		5	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0775027424097061	0.2056990709268071											0			0.0
NZ_AP027738.1_0-2803797:1327862-1862359_frag_415264_421336	6072	No		6	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.248295173048973	0.1329594380240199											0			0.0
NZ_AP027738.1_0-2803797:1327862-1862359_frag_526367_532271	5904	No		11	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5698750615119934	0.0456794319812674											0			0.0
NZ_AP027738.1_0-2803797:2453329-2603967_frag_8099_14821	6722	No		9	0	6	Not-determined	Genome-fragment			0.0	1.02	no viral genes detected																					0.3236466646194458	0.1138492333257799											0			0.0
NZ_AP027738.1_0-2803797:2621652-2803797_frag_34957_44587	9630	No		13	0	5	Not-determined	Genome-fragment			0.0	1.14	no viral genes detected																					0.6621764898300171	0.0361243296321474											0			0.0
NZ_AP027739.1_0-2515507:0-243326_frag_33093_40051	6958	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1927031129598617	0.1491049172898255											0			0.0
NZ_AP027739.1_0-2515507:0-243326_frag_133234_140679	7445	No		9	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5708388686180115	0.0455661303723846											0			0.0
NZ_AP027739.1_0-2515507:463187-1227430_frag_272645_282460	9815	No		13	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4914963245391845	0.0685097061711609											0			0.0
NZ_AP027739.1_0-2515507:463187-1227430_frag_604393_613707	9314	No		16	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0983145087957382	0.1905355389379862											0			0.0
NZ_AP027739.1_0-2515507:463187-1227430_frag_635834_644589	8755	No		11	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3232301473617553	0.1138870005287408											0			0.0
NZ_AP027739.1_0-2515507:1235457-1391464_frag_26408_33724	7316	No		5	0	4	Not-determined	Genome-fragment			0.0	1.05	no viral genes detected			full	0.773	0.127	0.713	0.35	0.427	0.773	dsDNAphage	1.0	50.0	0.0	2-7314	1-4						0.9754112362861632	0.009876123574288											0			0.0
NZ_AP027739.1_0-2515507:1406141-1753797_frag_51200_59531	8331	No		10	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3729310631752014	0.1029533952715461											0			0.0
NZ_AP027739.1_0-2515507:1406141-1753797_frag_331204_340982	9778	No		9	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5078310966491699	0.0579537729435758											0			0.0
NZ_AP027739.1_0-2515507:2013070-2209184_frag_0_5525	5525	No		6	0	3	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.5267013907432556	0.0530440365586524											0			0.0
NZ_AP027739.1_0-2515507:2454182-2515507_frag_23717_32202	8485	No		10	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5168340802192688	0.0553667195407508											0			0.0
NZ_AP028634.1_0-2005174:0-2005174_frag_40535_50309	9774	No		10	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4260274767875671	0.0902636150766674											0			0.0
NZ_AP028634.1_0-2005174:0-2005174_frag_50309_55454	5145	No		9	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3369952440261841	0.1108467406903844											0			0.0
NZ_AP028634.1_0-2005174:0-2005174_frag_721823_727145	5322	No		7	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.6596177220344543	0.0363509328499131											0			0.0
NZ_AP028634.1_0-2005174:0-2005174_frag_753994_763783	9789	No		8	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7027460336685181	0.032763048568623											0			0.0
NZ_AP028634.1_0-2005174:0-2005174_frag_771413_778089	6676	No		7	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0812422558665275	0.2025455094795679											0			0.0
NZ_AP028634.1_0-2005174:0-2005174_frag_778089_784207	6118	No		5	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1689029335975647	0.1576214215575194											0			0.0
NZ_AP028634.1_0-2005174:0-2005174_frag_1241246_1249608	8362	No		16	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4623782038688659	0.0802364226905355											0			0.0
NZ_AP028907.1_0-2224219:0-794540_frag_124761_133725	8964	No		12	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7736977338790894	0.0274756401540901											0			0.0
NZ_AP028907.1_0-2224219:0-794540_frag_320037_329736	9699	No		13	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.6981191635131836	0.0332540222071153											0			0.0
NZ_AP028907.1_0-2224219:0-794540_frag_357084_363937	6853	No		9	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5054435133934021	0.0588224186116776											0			0.0
NZ_AP028907.1_0-2224219:0-794540_frag_372646_381234	8588	No		10	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8744844198226929	0.019827781554498											0			0.0
NZ_AP028907.1_0-2224219:0-794540_frag_625925_634728	8803	No		11	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8622999787330627	0.0206586600196389											0			0.0
NZ_AP028907.1_0-2224219:840263-1546517_frag_124111_131099	6988	No		9	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.566064178943634	0.0462648236271621											0			0.0
NZ_AP028907.1_0-2224219:840263-1546517_frag_541526_548236	6710	No		8	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.9097621440887452	0.0170518921368683											0			0.0
NZ_AP031322.1_0-2569661:0-856575_frag_103232_112759	9527	No		9	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.9168459177017212	0.0164853840924541											0			0.0
NZ_AP031322.1_0-2569661:0-856575_frag_523001_529470	6469	No		5	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2860573232173919	0.1230833144497318											0			0.0
NZ_AP031322.1_0-2569661:881226-2447136_frag_384699_394488	9789	No		9	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4214746952056885	0.0914910491728982											0			0.0
NZ_AP031322.1_0-2569661:881226-2447136_frag_496036_503427	7391	No		9	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected			full	0.633	0.0	0.113	0.0	0.047	0.633	dsDNAphage	1.0	22.2	11.1	2-7389	1-9						0.3447170555591583	0.1088828461364151											0			0.0
NZ_AP031322.1_0-2569661:881226-2447136_frag_741404_746444	5040	No		5	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5055437088012695	0.0588224186116776											0			0.0
NZ_AP031322.1_0-2569661:881226-2447136_frag_1204892_1210638	5746	No		6	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.9653573036193848	0.0115756477075307											0			0.0
NZ_AP031322.1_0-2569661:881226-2447136_frag_1210638_1220416	9778	No		9	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.6835485100746155	0.0345003399048266											0			0.0
NZ_AP031322.1_0-2569661:881226-2447136_frag_1269476_1277211	7735	No		9	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.6434215307235718	0.0376350177505853											0			0.0
NZ_AP031322.1_0-2569661:881226-2447136_frag_1309938_1316740	6802	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7196735739707947	0.0314223128635093											0			0.0
NZ_AP031322.1_0-2569661:2464225-2569661_frag_75218_81097	5879	No		7	0	0	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8546386957168579	0.0211874008610922											0			0.0
NZ_AP031374.1_0-2761125:0-760195_frag_240477_248055	7578	No		9	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected			full	0.067	0.0	0.987	0.055	0.087	0.987	NCLDV	0.0	11.1	0.0	1-7578	1-9						0.5750641226768494	0.0450562731324118											0			0.0
NZ_AP031374.1_0-2761125:0-760195_frag_261223_270729	9506	No		12	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8202599883079529	0.0237178034594757											0			0.0
NZ_AP031374.1_0-2761125:0-760195_frag_367007_372156	5149	No		3	0	1	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3457057774066925	0.1087317773245713											0			0.0
NZ_AP031374.1_0-2761125:0-760195_frag_429726_439538	9812	No		8	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.9519917964935304	0.0133884734496563											0			0.0
NZ_AP031374.1_0-2761125:0-760195_frag_539414_547068	7654	No		5	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8501654863357544	0.0215084220862602											0			0.0
NZ_AP031374.1_0-2761125:775245-1294680_frag_8398_14878	6480	No		6	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8741567730903625	0.0198466651559785											0			0.0
NZ_AP031374.1_0-2761125:775245-1294680_frag_288756_295945	7189	No		9	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7479002475738525	0.0293262330991766											0			0.0
NZ_AP031374.1_0-2761125:1605309-2275916_frag_71466_79343	7877	No		10	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7129751443862915	0.031969937306443											0			0.0
NZ_AP031374.1_0-2761125:1605309-2275916_frag_111640_120975	9335	No		11	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3813463449478149	0.1009895007175768											0			0.0
NZ_AP031374.1_0-2761125:1605309-2275916_frag_246329_255730	9401	No		13	1	5	Low-quality	Genome-fragment	11.84	HMM-based (lower-bound)	0.0	1.0																						0.5440212488174438	0.0498527079084523											0			0.0
NZ_AP031374.1_0-2761125:2306995-2523492_frag_169025_176839	7814	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.9882835149765016	0.0078366946143968											0			0.0
NZ_CM125062.1_0-3151446:0-3151446_frag_51532_58275	6743	No		9	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1062776744365692	0.1862111941989576											0			0.0
NZ_CM125062.1_0-3151446:0-3151446_frag_241370_248130	6760	No		6	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2948032915592193	0.1206095626557897											0			0.0
NZ_CM125062.1_0-3151446:0-3151446_frag_459238_467332	8094	No		6	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3478315472602844	0.1082785708890399											0			0.0
NZ_CM125062.1_0-3151446:0-3151446_frag_497535_507173	9638	No		14	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.9076576828956604	0.0171840773472316											0			0.0
NZ_CM125062.1_0-3151446:0-3151446_frag_531075_537851	6776	No		6	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4487780928611755	0.0837676561673842											0			0.0
NZ_CM125062.1_0-3151446:0-3151446_frag_1074510_1084154	9644	No		10	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected			full	0.127	0.0	0.673	0.09	0.507	0.673	NCLDV	0.0	12.5	0.0	1-9389	1-8						0.2456015646457672	0.1335070624669537											0			0.0
NZ_CM125062.1_0-3151446:0-3151446_frag_1448549_1457160	8611	No		10	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0907666161656379	0.1955963441347533											0			0.0
NZ_CM125062.1_0-3151446:0-3151446_frag_1811531_1818133	6602	No		9	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2063202857971191	0.1449127577611602											0			0.0
NZ_CM125062.1_0-3151446:0-3151446_frag_1831352_1837960	6608	No		5	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2207296639680862	0.1401918573910416											0			0.0
NZ_CM125062.1_0-3151446:0-3151446_frag_2943555_2951413	7858	No		9	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2435535788536071	0.1340169197069265											0			0.0
NZ_CM125062.1_0-3151446:0-3151446_frag_3016226_3023289	7063	No		6	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5698939561843872	0.0456794319812674											0			0.0
NZ_CM125063.1_0-2889744:0-2889744_frag_88185_93766	5581	No		4	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5324001908302307	0.0519676712742654											0			0.0
